,id,contaminant,average_result,max_result,health_limit_exceeded,legal_limit_exceeded,zipcode,locations_served,supplier_name,violation,date_of_violation,number_of_people_served,health_limit_flag,legal_limit_flag
10490,26823,Copper,153 ppb,306 ppb,300 ppb,1000 ppb,98383,"GIG HARBOR, WA",Homestead Acres,"Maximum contaminant level, Monthly (Coliform bacteria)",2008/09/01 - 2008/09/30,106,Yes,No
10491,26824,Manganese,60 ppb,60 ppb,50 ppb,50 ppb,98383,"PORT ORCHARD, WA",Johanson,"Failure to monitor, Routine Major (Coliform bacteria)",2008/07/01 - 2008/07/31,106,Yes,Yes
10492,26832,Lead (total),1.1 ppb,3 ppb,. Source,,98383,"POULSBO, WA",Indian Hills Estates,"Maximum contaminant level, Acute (Coliform bacteria)",2004/12/01 - 2004/12/31,99,Yes,No
10493,26840,Lead (total),1 ppb,2 ppb,. Source,,98383,"BREMERTON, WA",Wilderwood Development Co,"Maximum contaminant level, Monthly (Coliform bacteria)",2007/06/01 - 2007/06/30,90,Yes,No
10494,26847,Nitrate & nitrite,0.24 ppm,0.73 ppm,10 ppm,10 ppm,98383,"BOTHELL, WA",Green Mountain Acres,"Maximum contaminant level, Acute (Coliform bacteria)",2004/09/01 - 2004/09/30,80,No,No
10495,26850,Lead (total),13.48 ppb,106 ppb,. Source,,98383,"BREMERTON, WA",Rhododendron Heights Water Co,Follow-up and Routine Tap Sampling,2004/01/01 - 2004/12/31,76,Yes,No
10496,26875,Nitrate & nitrite,1.87 ppm,2 ppm,10 ppm,10 ppm,98383,"GIG HARBOR, WA",Skookum Ranch,Failure to monitor regularlyDiquat,2005/01/01 - 2007/12/31,53,No,No
10497,26893,Arsenic (total),13 ppb,13 ppb,. Source,10 ppb,98383,"BAINBRIDGE ISLAND, WA",Ferncliff,Failure to monitor regularlyArsenic (total),2007/07/01 - 2007/09/30,40,Yes,Yes
10498,27059,Copper,412.34 ppb,412.34 ppb,300 ppb,1000 ppb,68458,"ODELL, NE",Village of Odell,"Maximum contaminant level, Monthly (Coliform bacteria)",2005/10/01 - 2005/10/31,345,Yes,No
10499,27080,Lead (total),6.88 ppb,59 ppb,. Source,,53052,"MENOMONEE FALLS, WI",Menomonee Falls Waterworks - Surface Water,Public Notification Violation for National Primary Drinking Water Regulations,2005/10/01 - 2025/12/31,23867,Yes,No
10500,27090,Total trihalomethanes (TTHMs),3.6 ppb,9.91 ppb,9.8 ppb,80 ppb,53052,"PEWAUKEE, WI",City of Pewaukee Water & Sewer Utility - Highland,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/08/01 - 2006/08/31,3300,Yes,No
10501,27487,Manganese,41.71 ppb,63.4 ppb,50 ppb,50 ppb,8089,"CAMDEN CITY, NJ; CAMDEN CITY-0408, NJ",Camden City Water Department,"Over maximum contaminant level, AverageTrichloroethylene",2006/04/01 - 2006/06/30,50000,Yes,Yes
10502,27498,Combined Uranium (mg/L),2.29 ppb,2.87 ppb,. Source,30 ppb,8089,"CLEMENTON BORO, NJ; CLEMENTON BORO-0411, NJ",Clementon Water Department,Failure to monitor regularlyNitrate,2005/01/01 - 2005/12/31,5000,Yes,No
10503,27499,Lead (total),1.01 ppb,2.71 ppb,. Source,,8089,"MOUNT EPHRAIM BORO-0425, NJ; MT EPHRAIM BORO, NJ",Mount Ephraim Water Department,Follow-up and Routine Tap Sampling,2006/10/01 - 2007/04/30,4785,Yes,No
10504,27500,Combined Radium (-226 & -228),3.32 pCi/L,5.25 pCi/L,. Source,5 pCi,8089,"WINSLOW TWP, NJ; WINSLOW TWP.-0436, NJ",Ancora Psychiatric Hospi,"Maximum contaminant level, Monthly (Coliform bacteria)",2005/06/01 - 2005/06/30,2800,Yes,Yes
10505,27539,Copper,548.58 ppb,736 ppb,300 ppb,1000 ppb,60912,"CLIFTON, IL",Clifton,Other Non-National Primary Drinking Water Regulations Potential Health Risks,2005/01/26 - 2005/05/05,1400,Yes,No
10506,27507,Combined Uranium (mg/L),2 ppb,2 ppb,. Source,30 ppb,8089,"WINSLOW TWP.-0436, NJ",Elmtowne Village Assoc Sys 1,Follow-up and Routine Tap Sampling,2004/10/01 - 2025/12/31,100,Yes,No
10507,27521,Total trihalomethanes (TTHMs),61.78 ppb,113.4 ppb,9.8 ppb,80 ppb,32080,"ST. AUGUSTINE, FL",Wildwood Water System,Failure to report information to the public or state agency in the Consumer Confidence Report,2007/07/01 - 2008/08/12,1080,Yes,Yes
10508,27537,Copper,502.92 ppb,683.4 ppb,300 ppb,1000 ppb,60912,"GILMAN, IL",Gilman,Failure to monitor regularlyNitrite,2005/01/01 - 2007/12/31,1850,Yes,No
10509,27551,Manganese,64 ppb,69 ppb,50 ppb,50 ppb,60912,"LODA, IL",Loda,Failure to monitor regularlyNitrite,2007/01/01 - 2007/12/31,419,Yes,Yes
10510,27554,Nitrite,0.34 ppm,2.28 ppm,1 ppm,1 ppm,60912,"WOODLAND, IL",Woodland,"Over maximum contaminant level, AverageNitrite",2007/10/01 - 2007/12/31,319,Yes,Yes
10511,27556,Manganese,350 ppb,400 ppb,50 ppb,50 ppb,60912,"WELLINGTON, IL",Wellington,"Maximum contaminant level, Monthly (Coliform bacteria)",2008/12/01 - 2008/12/31,264,Yes,Yes
10512,27560,Dichloroacetic acid,3.5 ppb,3.5 ppb,. Source,60 ppb,60912,"DANFORTH, IL",Prairieview Lutheran Home,"Failure to monitor, Routine Major (Coliform bacteria)",2004/01/01 - 2004/01/31,113,Yes,No
10513,27651,Lead (total),0.18 ppb,1.19 ppb,. Source,,50458,"CHARLES CITY, IA",Charles City Water Supply,Failure to monitor regularlyTotal trihalomethanes (TTHMs),2005/07/01 - 2007/08/31,7812,Yes,No
10514,27662,Radon,119.3 pCi/L,149 pCi/L,1.5 pCi,. State,56295,"MILAN, MN",Milan,"Maximum contaminant level, Monthly (Coliform bacteria)",2008/07/01 - 2008/09/30,310,Yes,No
10515,27836,MTBE,2.07 ppb,4.6 ppb,13 ppb,. State,21842,"BERLIN, MD",Town of Berlin,Failure to report information to the public or state agency in the Consumer Confidence Report,2007/07/01 - 2008/04/28,3945,No,No
10516,27848,Dichloroacetic acid,5.96 ppb,12.8 ppb,. Source,60 ppb,21842,"BERLIN, MD",The Landings - West,Follow-up and Routine Tap Sampling,2008/10/01 - 2008/11/25,100,Yes,No
10517,28058,Total trihalomethanes (TTHMs),59.3 ppb,93.7 ppb,9.8 ppb,80 ppb,75759,"NEW SUMMERFIELD, TX",City of New Summerfield,"Over maximum contaminant level, AverageTotal trihalomethanes (TTHMs)",2005/10/01 - 2005/12/31,1197,Yes,Yes
10518,28079,Total trihalomethanes (TTHMs),25.2 ppb,45 ppb,9.8 ppb,80 ppb,74636,"LAMONT, OK",Lamont,Excess Turbidity at 0.3 NTU,2008/01/01 - 2008/01/31,465,Yes,No
10519,28246,Alpha particle activity (excl radon and uranium),19.21 pCi/L,38 pCi/L,. Source,15 pCi,20902,"POOLESVILLE, MD",Town of Poolesville,Treatment Technique (Surface Water Treatment Rule),2008/04/01 - 2008/04/30,5100,Yes,Yes
10520,28280,Aluminum,32400 ppb,100000 ppb,200 ppb,200 ppb,24265,"PENNINGTON GAP, VA",Town of Pennington Gap,Treatment Technique (Surface Water Treatment Rule),2006/06/01 - 2006/06/30,2000,Yes,Yes
10521,28295,Total trihalomethanes (TTHMs),67.2 ppb,142.68 ppb,9.8 ppb,80 ppb,77978,"PORT LAVACA, TX",City of Port Lavaca,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/02/01 - 2004/02/29,12000,Yes,Yes
10522,28312,Di(2-ethylhexyl) phthalate,1.11 ppb,8.26 ppb,. Source,6 ppb,72568,"NEWARK, AR",Newark Waterworks,Failure to report information to the public or state agency in the Consumer Confidence Report,2007/07/01 - 2008/04/17,1512,Yes,Yes
10523,28344,Nitrite,0.01 ppm,0.01 ppm,1 ppm,1 ppm,6336,"OLD LYME, CT",Hawks Nest Beach 3,Failure to report information to the public or state agency in the Consumer Confidence Report,2006/07/01 - 2006/11/22,500,No,No
10524,28332,Copper,63.13 ppb,65 ppb,300 ppb,1000 ppb,6336,"NORTH STONINGTON, CT","Scwa, North Stonington Division (Nst)","Maximum contaminant level, Monthly (Coliform bacteria)",2007/01/01 - 2007/01/31,1860,No,No
10525,28336,Copper,279.4 ppb,279.4 ppb,300 ppb,1000 ppb,6336,"MONTVILLE, CT","Scwa, Mohegan Division (Mgn)",Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2004/11/09,1428,No,No
10526,28326,Radium-228,0.75 pCi/L,1.9 pCi/L,. Source,5 pCi,6336,"LEDYARD, CT",Scwa Tower-Ferry View Division (Twr-Fvh),Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2004/11/08,2567,Yes,No
10527,28338,Combined Uranium (mg/L),6.07 ppb,8.61 ppb,. Source,30 ppb,6336,"OLD LYME, CT",CTWC - Shoreline Region-Point O Woods,Failure to monitor regularlyNitrate,2007/01/01 - 2007/12/31,1068,Yes,No
10528,28341,Combined Uranium (mg/L),1.33 ppb,1.4 ppb,. Source,30 ppb,6336,"MONTVILLE, CT","Scwa, Hillcrest Division (Hlc)",Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2004/11/09,699,Yes,No
10529,28398,Copper,17.8 ppb,35.6 ppb,300 ppb,1000 ppb,6336,"GRISWOLD, CT",Connollys Trailer Park,Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2004/11/18,74,No,No
10530,28405,Nitrite,<0.01 ppm,<0.01 ppm,1 ppm,1 ppm,6336,"GROTON, CT",Colonial Apartments,Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2004/11/16,66,No,No
10531,28361,Combined Uranium (mg/L),2.24 ppb,2.24 ppb,. Source,30 ppb,6336,"COLCHESTER, CT",Colchester Courtyards,Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2005/10/27,276,Yes,No
10532,28362,Lead (total),4.55 ppb,6.8 ppb,. Source,,6336,"MONTVILLE, CT",St. Thomas More School,Failure to report information to the public or state agency in the Consumer Confidence Report,2006/07/01 - 2006/08/10,270,Yes,No
10533,28363,Combined Uranium (mg/L),0.56 ppb,2.24 ppb,. Source,30 ppb,6336,"COLCHESTER, CT",Birmingham Util - Westchester Village,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/07/01 - 2006/09/30,252,Yes,No
10534,28366,Copper,473.43 ppb,1350 ppb,300 ppb,1000 ppb,6336,"LEDYARD, CT","Ledyard Wpca, Sablewoods System",Failure to report information to the public or state agency in the Consumer Confidence Report,2005/07/01 - 2005/11/29,220,Yes,Yes
10535,28370,Lead (total),0.5 ppb,4.4 ppb,. Source,,6336,"SALEM, CT",Crystal Lake Condominiums,Inadequate reporting of information to the public,2005/08/10 - 2005/11/22,184,Yes,No
10536,28374,Benzene,0.18 ppb,1.7 ppb,. Source,5 ppb,6336,"LEBANON, CT",Aquarion Water Co of CT-Lebanon Division,Failure to report information to the public or state agency in the Consumer Confidence Report,2006/07/01 - 2006/12/01,168,Yes,No
10537,28393,Combined Uranium (mg/L),2.24 ppb,2.24 ppb,. Source,30 ppb,6336,"MONTVILLE, CT",Deer Run Supply,Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2004/11/15,84,Yes,No
10538,28395,Combined Uranium (mg/L),4.51 ppb,9.23 ppb,. Source,30 ppb,6336,"NORTH STONINGTON, CT; STONINGTON, CT",M H Garden Park,Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2005/02/10,79,Yes,No
10539,28407,Lead (total),0.86 ppb,1.74 ppb,. Source,,6336,"OLD LYME, CT",Mile Creek Apartments,Monitoring and Reporting Disinfection Byproduct RuleTotal haloacetic acids (HAAs),2004/01/01 - 2004/12/31,60,Yes,No
10540,28409,Alpha particle activity (excl radon and uranium),3.91 pCi/L,7.26 pCi/L,. Source,15 pCi,6336,"MONTVILLE, CT",Independence Village Elderly Housing,Failure to report information to the public or state agency in the Consumer Confidence Report,2005/07/01 - 2005/11/29,55,Yes,No
10541,28904,Nitrite,0.02 ppm,0.06 ppm,1 ppm,1 ppm,6447,"MARLBOROUGH, CT",Birmingham Util - Marlborough Gardens,Inadequate reporting of information to the public,2005/08/10 - 2005/11/22,110,No,No
10542,28414,Alpha particle activity (excl radon and uranium),7.38 pCi/L,11.5 pCi/L,. Source,15 pCi,6336,"LEDYARD, CT",Christy Hill Condominiums,Inadequate reporting of information to the public,2005/08/10 - 2006/02/02,47,Yes,No
10543,28421,Combined Uranium (mg/L),3.98 ppb,11.97 ppb,. Source,30 ppb,6336,"MONTVILLE, CT",Stony Brook Mobile Home Park,Failure to report information to the public or state agency in the Consumer Confidence Report,2006/07/01 - 2006/11/22,38,Yes,No
10544,28909,Nitrate & nitrite,1.96 ppm,2.15 ppm,10 ppm,10 ppm,6447,"BLOOMFIELD, CT","Grant Hill Associates, Inc.",Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2005/06/30,97,No,No
10545,28422,Combined Uranium (mg/L),1.03 ppb,2.1 ppb,. Source,30 ppb,6336,"LEBANON, CT",Village Hill Apartments,Failure to report information to the public or state agency in the Consumer Confidence Report,2008/07/01 - 2008/07/15,36,Yes,No
10546,28423,Lead (total),2.35 ppb,3.48 ppb,. Source,,6336,"LISBON, CT",Round Hill Llc,Failure to report information to the public or state agency in the Consumer Confidence Report,2005/07/01 - 2005/12/08,36,Yes,No
10547,28427,Lead (total),1.15 ppb,2.06 ppb,. Source,,6336,"OLD LYME, CT","Lyme Regis, Inc.",Monitoring and Reporting Disinfection Byproduct RuleTotal haloacetic acids (HAAs),2004/01/01 - 2004/12/31,32,Yes,No
10548,28430,Alpha particle activity (excl radon and uranium),1.2 pCi/L,3 pCi/L,. Source,15 pCi,6336,"OLD LYME, CT",Boxwood Condominium Association,Failure to report information to the public or state agency in the Consumer Confidence Report,2005/07/01 - 2006/01/30,28,Yes,No
10549,28431,Combined Uranium (mg/L),2.95 ppb,4.28 ppb,. Source,30 ppb,6336,"SALEM, CT","Salem Manor Condominiums, System #2",Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2005/02/02,25,Yes,No
10550,28471,Alpha particle activity,1.82 pCi/L,2.73 pCi/L,. Source,15 pCi,65468,"SUCCESS, MO",Texas Co Pwsd #1,"Failure to monitor, Routine Major (Coliform bacteria)",2008/02/01 - 2008/02/29,2328,Yes,No
10551,28473,Lead (total),0.76 ppb,2.19 ppb,. Source,,65468,"HOUSTON, MO",Houston,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/02/01 - 2004/02/29,2118,Yes,No
10552,28682,Copper,2317.5 ppb,4560 ppb,300 ppb,1000 ppb,14895,"SCIO, NY; SCIO (T), NY",Scio Water District,Failure to Filter (Surface Water Treatment Rule),2005/11/20 - 2008/03/01,1039,Yes,Yes
10553,28684,Bromoform,1.01 ppb,2.2 ppb,. Source,80 ppb,14895,"CANASERAGA, NY; CANASERAGA (V), NY",Canaseraga Village Public Water,Failure to monitor regularlyNitrate,2007/01/01 - 2007/12/31,900,Yes,No
10554,29226,Monochloroacetic acid,0.75 ppb,3 ppb,70 ppb,60 ppb,28815,"ASHEVILLE, NC",Woodland Heights Mhp,Initial Tap Sampling for Lead and Copper,2006/07/01 - 2005/12/31,100,No,No
10555,28688,Bromoform,3.8 ppb,9.9 ppb,. Source,80 ppb,14895,"ALMOND, NY; ALMOND (V), NY",Almond Village Public Water,Failure to monitor regularlyNitrate,2007/01/01 - 2007/12/31,600,Yes,No
10556,28689,Bromodichloromethane,0.81 ppb,1.6 ppb,. Source,80 ppb,14895,"RICHBURG, NY; RICHBURG (V), NY",Richburg Village Public Water,Failure to Filter (Surface Water Treatment Rule),2008/01/14 - 2025/12/31,600,Yes,No
10557,28691,Arsenic (total),5.9 ppb,5.9 ppb,. Source,10 ppb,14895,"WELLSVILLE, NY; WELLSVILLE (T), NY",Level Acres Mobile Home Park #2,Failure to report information to the public or state agency in the Consumer Confidence Report,2008/07/01 - 2025/12/31,168,Yes,No
10558,28693,Lead (total),0.66 ppb,0.66 ppb,. Source,,14895,"HUME, NY; HUME (T), NY",Hume-Sanford Water Supply,Failure to report information to the public or state agency in the Consumer Confidence Report,2008/07/01 - 2025/12/31,75,Yes,No
10559,28694,Di(2-ethylhexyl) phthalate,5.75 ppb,10 ppb,. Source,6 ppb,14895,"GENESEE, NY; GENESEE (T), NY",Genesee Heights Mobile Home Pk,"Over maximum contaminant level, AverageDi(2-ethylhexyl) phthalate",2007/01/01 - 2007/12/31,65,Yes,Yes
10560,28728,Arsenic (total),3 ppb,3 ppb,. Source,10 ppb,85336,"WELLTON, AZ",Town of Wellton,Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2006/12/06,2000,Yes,No
10561,28730,Nitrate,0.14 ppm,0.16 ppm,10 ppm,10 ppm,85336,"GADSDEN, AZ",Gadsden Wc,"Maximum contaminant level, Monthly (Coliform bacteria)",2008/10/01 - 2008/10/31,900,No,No
10562,28735,Nitrate,1.09 ppm,1.67 ppm,10 ppm,10 ppm,85336,"SOMERTON, AZ",Valley Vista Water Co,Failure to report information to the public or state agency in the Consumer Confidence Report,2006/07/01 - 2007/04/30,300,No,No
10563,28737,Lead (total),22.38 ppb,22.38 ppb,. Source,,85336,"YUMA, AZ",EL Prado Water Company,Initial Tap Sampling for Lead and Copper,2004/07/01 - 2006/12/06,300,Yes,No
10564,28739,Arsenic (total),1.45 ppb,2.9 ppb,. Source,10 ppb,85336,"TACNA, AZ",Mohawk Utility Co,Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2006/12/06,250,Yes,No
10565,28740,Arsenic (total),30 ppb,30 ppb,. Source,10 ppb,85336,"TACNA, AZ",Tacna Water Co,"Over maximum contaminant level, AverageArsenic (total)",2007/10/01 - 2007/12/31,240,Yes,Yes
10566,28746,Lead (total),10.69 ppb,22.86 ppb,. Source,,85336,"YUMA, AZ",Sun Leisure Est Util Co,Initial Tap Sampling for Lead and Copper,2004/07/01 - 2006/12/06,133,Yes,No
10567,28748,Lead (total),1.17 ppb,3.5 ppb,. Source,,85336,"YUMA, AZ",Rancheros Bonitos,Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2006/12/06,100,Yes,No
10568,28750,Nitrate,2.89 ppm,7.6 ppm,10 ppm,10 ppm,85336,"YUMA, AZ",G & L Mobile Park,Failure to report information to the public or state agency in the Consumer Confidence Report,2006/07/01 - 2007/04/26,90,No,No
10569,28751,Arsenic (total),8.1 ppb,8.1 ppb,. Source,10 ppb,85336,"YUMA, AZ",Jones Coop Water Assoc,Failure to report information to the public or state agency in the Consumer Confidence Report,2005/07/01 - 2008/07/22,84,Yes,No
10570,28752,Lead (total),9 ppb,18 ppb,. Source,,85336,"DATELAND, AZ",Dateland Water L.L.C.,Initial Tap Sampling for Lead and Copper,2004/07/01 - 2008/10/27,40,Yes,No
10571,28867,Trichloroethylene,0.59 ppb,1 ppb,. Source,5 ppb,6447,"EAST WINDSOR, CT; ENFIELD, CT; SOMERS, CT",Hazardville Water Company,"Maximum contaminant level, Monthly (Coliform bacteria)",2005/09/01 - 2005/09/30,17744,Yes,No
10572,28868,Tetrachloroethylene,2.24 ppb,12.85 ppb,. Source,5 ppb,6447,"BRISTOL, CT; FARMINGTON, CT; PLAINVILLE, CT; SOUTHINGTON, CT","Valley Water Systems, Inc.",Failure to report information to the public or state agency in the Consumer Confidence Report,2006/07/01 - 2006/08/08,17078,Yes,Yes
10573,28874,Tetrachloroethylene,0.79 ppb,15 ppb,. Source,5 ppb,6447,"ENFIELD, CT; SOMERS, CT",Connecticut Correctional Institute,"Maximum contaminant level, Monthly (Coliform bacteria)",2008/07/01 - 2008/07/31,5460,Yes,Yes
10574,28875,Trichloroethylene,1.23 ppb,3.1 ppb,. Source,5 ppb,6447,"BERLIN, CT; MIDDLETOWN, CT; NEWINGTON, CT",Berlin Water Control Commission,Inadequate reporting of information to the public,2004/08/10 - 2005/01/03,5128,Yes,No
10575,28877,Combined Uranium (mg/L),0.87 ppb,2.24 ppb,. Source,30 ppb,6447,"SIMSBURY, CT",Tariffville Fire District Water Dept,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/06/01 - 2004/06/30,1477,Yes,No
10576,28886,Nitrate & nitrite,0.03 ppm,0.05 ppm,10 ppm,10 ppm,6447,"MARLBOROUGH, CT","Birchwood Estates Water Association, Inc",Inadequate reporting of information to the public,2005/08/10 - 2005/11/23,372,No,No
10577,28892,Combined Uranium (mg/L),1.61 ppb,3.29 ppb,. Source,30 ppb,6447,"EAST GRANBY, CT",Old Newgate Ridge Water Company Inc,Inadequate reporting of information to the public,2008/08/10 - 2008/11/26,208,Yes,No
10578,28894,Lead (total),2.8 ppb,3.4 ppb,. Source,,6447,"EAST HAMPTON, CT",Mallard Cove Condominium Assn.,Failure to report information to the public or state agency in the Consumer Confidence Report,2004/07/01 - 2004/11/15,177,Yes,No
10579,28895,Lead (total),2.31 ppb,9.6 ppb,. Source,,6447,"ENFIELD, CT",Shaker Heights Water Company,"Maximum contaminant level, Monthly (Coliform bacteria)",2006/07/01 - 2006/09/30,172,Yes,No
10580,28896,Nitrate & nitrite,0.01 ppm,0.05 ppm,10 ppm,10 ppm,6447,"MARLBOROUGH, CT",Birmingham Util - Sachem Village Condo,Inadequate reporting of information to the public,2005/08/10 - 2005/11/22,166,No,No
10581,28905,Alpha particle activity (excl radon and uranium),3.23 pCi/L,5.7 pCi/L,. Source,15 pCi,6447,"BLOOMFIELD, CT",Juniper Rise Water Company,"Maximum contaminant level, Monthly (Coliform bacteria)",2004/07/01 - 2004/09/30,104,Yes,No
10582,28912,Copper,576.4 ppb,828.2 ppb,300 ppb,1000 ppb,6447,"GLASTONBURY, CT",Neipsic Woods Water Association,Inadequate reporting of information to the public,2004/08/10 - 2006/01/04,92,Yes,No
